segment,product_name,category,P,H,C,L,R,prompt,marketing_copy,
Segment 118,LuxSkin Anti-Aging Serum,Beauty & Wellness,0,0,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Homebody
- Primary value: Innovation
- Preferred channel: Social
- Product preference: Books
- Personality: Conscientious

Product:
- Name: LuxSkin Anti-Aging Serum
- Category: Beauty & Wellness
- Features: Vitamin C, retinol blend, dermatologist-tested, subscription delivery

Output: A short, engaging ad copy (2–3 sentences).
    ","Transform your at-home self-care routine with LuxSkin Anti-Aging Serum! Infused
with a powerful blend of Vitamin C and retinol, this
dermatologist-tested formula is designed for conscientious beauty enthusiasts like you.
Join our subscription service to ensure you never run out
of your skin’s new best friend—because innovation starts at home!",
Segment 118,FitTrack Smartwatch,Health & Fitness,0,0,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Homebody
- Primary value: Innovation
- Preferred channel: Social
- Product preference: Books
- Personality: Conscientious

Product:
- Name: FitTrack Smartwatch
- Category: Health & Fitness
- Features: Heart rate monitor, sleep tracking, calorie counter, Bluetooth connectivity

Output: A short, engaging ad copy (2–3 sentences).
    ","Transform your homebody lifestyle with the FitTrack Smartwatch! Embrace innovation
as you effortlessly monitor your heart rate, track your sleep,
and count calories—all while staying connected via Bluetooth. Elevate your
wellness journey from the comfort of your favorite reading nook—because
your health deserves attention too!",
Segment 118,EcoBrew Reusable Coffee Cup,Sustainability / Lifestyle,0,0,0,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Homebody
- Primary value: Innovation
- Preferred channel: Social
- Product preference: Books
- Personality: Conscientious

Product:
- Name: EcoBrew Reusable Coffee Cup
- Category: Sustainability / Lifestyle
- Features: BPA-free, temperature control, made from recycled materials, customizable design

Output: A short, engaging ad copy (2–3 sentences).
    ","🌿 Embrace your cozy homebody lifestyle with the EcoBrew Reusable
Coffee Cup! Enjoy your favorite brews while making a sustainable
choice, with its BPA-free materials and customizable design that reflects
your conscientious spirit. Join the innovation in eco-friendly living—sip sustainably
and elevate your at-home coffee experience! ☕✨",
Segment 118,TravelGo Insurance App,FinTech / Travel,0,0,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Homebody
- Primary value: Innovation
- Preferred channel: Social
- Product preference: Books
- Personality: Conscientious

Product:
- Name: TravelGo Insurance App
- Category: FinTech / Travel
- Features: Real-time claims, AI-based risk prediction, 24/7 support

Output: A short, engaging ad copy (2–3 sentences).
    ","Transform your travel experience with the TravelGo Insurance App, designed
for the discerning homebody who values innovation. Enjoy peace of
mind with real-time claims and AI-driven risk predictions, ensuring your
adventures are as smooth as your cozy nights in. Download
now and embark on worry-free journeys, anytime, anywhere!",
Segment 119,EcoBrew Reusable Coffee Cup,Sustainability / Lifestyle,0,1,0,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Homebody
- Primary value: Price
- Preferred channel: Mobile app
- Product preference: Beauty
- Personality: Introverted

Product:
- Name: EcoBrew Reusable Coffee Cup
- Category: Sustainability / Lifestyle
- Features: BPA-free, temperature control, made from recycled materials, customizable design

Output: A short, engaging ad copy (2–3 sentences).
    ","Sip in style without breaking the bank! 🌍✨ The EcoBrew
Reusable Coffee Cup is perfect for cozy days at home,
offering temperature control and a customizable design made from recycled
materials. Treat yourself to a sustainable beauty essential that reflects
your personality—right from your mobile app!",
Segment 119,BookLoop Reading Subscription,Entertainment / Education,0,0,0,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Homebody
- Primary value: Price
- Preferred channel: Mobile app
- Product preference: Beauty
- Personality: Introverted

Product:
- Name: BookLoop Reading Subscription
- Category: Entertainment / Education
- Features: Curated book picks, community reviews, flexible membership tiers

Output: A short, engaging ad copy (2–3 sentences).
    ","🌟 Discover your next favorite read from the comfort of
home with BookLoop! For just a small monthly fee, enjoy
curated book picks that match your tastes, along with community
reviews to help you choose. Dive into a world of
stories and ideas tailored just for you—because your next adventure
starts at home! 📚✨",
Segment 119,TravelGo Insurance App,FinTech / Travel,1,0,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Homebody
- Primary value: Price
- Preferred channel: Mobile app
- Product preference: Beauty
- Personality: Introverted

Product:
- Name: TravelGo Insurance App
- Category: FinTech / Travel
- Features: Real-time claims, AI-based risk prediction, 24/7 support

Output: A short, engaging ad copy (2–3 sentences).
    ","Unlock worry-free adventures from the comfort of your home with
the TravelGo Insurance App! Enjoy unbeatable prices on insurance that
fits your lifestyle, complete with real-time claims and 24/7 support—perfect
for the introverted traveler in you. Download now and embrace
travel with peace of mind, all at your fingertips!",
Segment 119,HomeEase Smart Thermostat,Smart Home / Energy,0,0,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Homebody
- Primary value: Price
- Preferred channel: Mobile app
- Product preference: Beauty
- Personality: Introverted

Product:
- Name: HomeEase Smart Thermostat
- Category: Smart Home / Energy
- Features: Remote control via app, energy optimization, voice assistant integration

Output: A short, engaging ad copy (2–3 sentences).
    ","Transform your cozy space into the ultimate haven with the
HomeEase Smart Thermostat! Enjoy effortless control of your home’s comfort
right from your mobile app, all while saving on energy
costs. Perfect for introverts who appreciate a warm atmosphere without
breaking the bank—let your home feel just as you like
it!",
Segment 120,QuickCart+ Grocery App,Retail / eCommerce,0,1,0,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Health-conscious
- Primary value: Sustainability
- Preferred channel: Social
- Product preference: Beauty
- Personality: Conscientious

Product:
- Name: QuickCart+ Grocery App
- Category: Retail / eCommerce
- Features: One-hour delivery, smart reordering, loyalty rewards, app-exclusive deals

Output: A short, engaging ad copy (2–3 sentences).
    ","🌿 Elevate your beauty routine sustainably with QuickCart+! Enjoy one-hour
delivery of eco-friendly beauty essentials and unlock exclusive app deals
that reward your conscientious choices. Join our community of health-conscious
shoppers and make every purchase a step towards a greener
tomorrow! 💚",
Segment 120,RoadRider E-Bike,Mobility / Green Tech,0,0,0,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Health-conscious
- Primary value: Sustainability
- Preferred channel: Social
- Product preference: Beauty
- Personality: Conscientious

Product:
- Name: RoadRider E-Bike
- Category: Mobility / Green Tech
- Features: Long battery life, fast charge, GPS tracking, smartphone integration

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your eco-friendly lifestyle with the RoadRider E-Bike—where sustainability meets
style. Enjoy long rides with our impressive battery life, while
GPS tracking and smartphone integration keep you connected and in
control. Join the movement towards a greener tomorrow, one ride
at a time! 🌍💚 #RideGreen #RoadRider",
Segment 120,TravelGo Insurance App,FinTech / Travel,0,0,0,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Health-conscious
- Primary value: Sustainability
- Preferred channel: Social
- Product preference: Beauty
- Personality: Conscientious

Product:
- Name: TravelGo Insurance App
- Category: FinTech / Travel
- Features: Real-time claims, AI-based risk prediction, 24/7 support

Output: A short, engaging ad copy (2–3 sentences).
    ","🌍✨ Elevate your eco-conscious travels with the TravelGo Insurance App!
Experience peace of mind with real-time claims and AI-powered risk
predictions, all while supporting sustainable travel practices. Join our community
of conscientious travelers today, and let’s make every journey a
responsible adventure! 💚✈️",
